<< ITALIA-RS >> |DUPLICATAS POR OP.FINAN./HIST.|08/01/15|09:28
Estab:|         1|a|         5|Período:|01/12/14|a|31/12/14|Op. Financ:|002|a|004
Hist:|    |a|zzzz|Moeda:|          |Pagador:|         0|a|       999
Ativ:|                              
Fornecedor|Pag|Depto|Est.|Doc.|Fatura/DP|Data Mov.|Port:|Valor
Op. Financeira:|002|Liquidacao Titulos  | - |0002|Liquidacao de Titulo
18512931000134  Habil Embalagens L|  0|53109   |  1|      421/01|22/12/14| 341|            634,04
 5780760000182  Mgtech Eletronica |  0|41505   |  1|      468/01|11/12/14|   1|            450,00
 5780760000182  Mgtech Eletronica |  0|41505   |  1|      468/02|24/12/14| 341|            450,00
 1994165000199  Hidrau Serra Ltda |  0|41505   |  1|      487/01|04/12/14| 237|            190,00
 6351289000170  Hsa Com Inf Eletro|  0|53110   |  1|      502/06|22/12/14| 341|            158,16
17705924000196  Backup Solucoes Em|  0|53106   |  1|      552/01|15/12/14|   1|            146,00
    5365983807  Carlos Alberto Men|  0|53203   |  2|      567/07|11/12/14|   1|          23604,60
15249435000141  Antrac-assoc. Naci|  0|54109   |  1|      577/08|26/12/14|   1|            258,33
15249435000141  Antrac-assoc. Naci|  0|54109   |  1|      578/08|26/12/14|   1|            258,33
14965593000135  Pilar e Drumond Ac|  0|41801   |  3|      579/01|16/12/14| 341|            686,00
15249435000141  Antrac-assoc. Naci|  0|54109   |  1|      579/08|26/12/14|   1|            258,33
15249435000141  Antrac-assoc. Naci|  0|54109   |  1|      580/08|26/12/14|   1|            890,84
15249435000141  Antrac-assoc. Naci|  0|54109   |  1|      581/08|26/12/14|   1|            258,33
15249435000141  Antrac-assoc. Naci|  0|54109   |  1|      582/08|26/12/14|   1|            890,84
 5419892000183  Assisptec Informat|  0|53105   |  1|      590/03|12/12/14| 237|            834,00
 2223916000136  Bueno Bueno Dec Lt|  0|41801   |  1|      622/01|23/12/14|   1|             90,00
 7961986000105  J.r Cordeiro Combu|  0|41401   |  4|      637/01|16/12/14| 341|           7482,50
15295293000159  Hunter Servicos Ad|  0|51218   |  1|      671/01|16/12/14| 237|            500,40
 3694382000199  Noribaldo Silva de|  0|53118   |  5|      696/01|15/12/14|  37|            120,00
 5419892000183  Assisptec Informat|  0|53105   |  1|      716/01|08/12/14| 237|           1675,00
 5419892000183  Assisptec Informat|  0|51205   |  1|      718/01|15/12/14|   1|            500,00
 1133774000153  Walcolor Servicos |  0|51206   |  1|      728/01|04/12/14|  33|            300,50
90298191000102  Bateriais Siqueira|  0|41507   |  1|      732/01|03/12/14| 237|            395,00
 5419892000183  Assisptec Informat|  0|51205   |  1|      755/01|16/12/14| 341|            700,00
61198164000160  Porto Seguro Cia d|  0|53206   |  1|      773/04|01/12/14| 341|           2746,13
87820122000102  Paglioli Viagens e|  0|53303   |  1|      865/01|03/12/14|   1|            374,15
87820122000102  Paglioli Viagens e|  0|53303   |  1|      866/02|03/12/14|   1|            224,47
87820122000102  Paglioli Viagens e|  0|53303   |  1|      884/01|03/12/14|   1|            383,53
90298191000102  Bateriais Siqueira|  0|41507   |  1|      895/01|11/12/14| 341|             49,00
13601624000106  Haffen Componentes|  0|41801   |  1|      913/01|01/12/14| 341|            507,36
89087720000492  Pgs Com e Represen|  0|53104   |  1|      915/03|18/12/14| 237|            645,27
87820122000102  Paglioli Viagens e|  0|53118   |  1|      916/01|10/12/14| 341|            357,27
87820122000102  Paglioli Viagens e|  0|53303   |  1|      926/01|12/12/14|   1|             40,53
61074175000138  Mapfre Vera Cruz S|  0|41510   |  1|      944/02|23/12/14|   1|           2667,88
28151363000147  Companhia Esp. San|  0|53114   |  1|      951/01|01/12/14| 341|             56,23
28151363000147  Companhia Esp. San|  0|53114   |  1|      952/01|01/12/14| 341|             46,37
10324130000133  Corso & Corrêa    |  0|51203   |  1|      953/01|23/12/14| 341|            921,89
10839078000158  Master Fleet Com e|  0|53101   |  3|      959/01|09/12/14| 237|           1650,00
            40  Detran            |  0|54112   |  1|      960/01|03/12/14|  33|             80,68
87827689000100  Unimed Nordeste Rs|  0|51110   |  1|      961/01|03/12/14| 341|            175,54
   95908234087  Evandro Stormoscki|  0|41108   |  1|      962/01|15/12/14| 341|            990,00
43776517000180  Sabesp Comp. San. |  0|53114   |  2|      963/01|09/12/14| 341|            394,37
87827689000100  Unimed Nordeste Rs|  0|51110   |  1|      964/01|10/12/14| 341|           5071,15
 4500307000102  Moises Materiais E|  0|53111   |  3|      966/04|22/12/14| 341|           1066,51
16101226000119  M P Vargas Geometr|  0|41405   |  1|      967/01|15/12/14| 237|            330,00
28137628000152  Construsul Empreen|  0|53207   |  3|      975/01|23/12/14|   1|          11241,00
28137628000152  Construsul Empreen|  0|53114   |  3|      976/01|23/12/14|   1|           1313,40
28137628000152  Construsul Empreen|  0|53116   |  3|      977/01|23/12/14|   1|           5629,51
   42116856000  Denise Fatima Friz|  0|51218   |  1|      981/01|22/12/14| 237|            724,00
87827689000100  Unimed Nordeste Rs|  0|51110   |  1|      982/01|16/12/14| 237|           1041,64
87827689000100  Unimed Nordeste Rs|  0|51110   |  1|      997/01|30/12/14| 341|            140,00
90862277000116  Confeccoes Facciol|  0|51111   |  1|      997/02|11/12/14|   1|           1112,53
27165547000101  Prefeitura Municip|  0|56114   |  1|     1001/01|19/12/14|   1|            797,61
51515151515151  Multas de Transito|  0|41506   |  1|     1002/01|16/12/14|   1|            127,69
51515151515151  Multas de Transito|  0|41506   |  1|     1003/01|16/12/14|   1|             85,13
51515151515151  Multas de Transito|  0|41506   |  1|     1004/01|16/12/14|   1|            127,69
66970229000671  Nextel            |  0|53115   |  3|     1050/01|11/12/14| 341|            315,00
 2955062000182  Frigeri Contabilid|  0|51203   |  4|     1097/01|18/12/14|   1|            200,00
30776017000104  Nyger Comercio e D|  0|53204   |  5|     1141/01|02/12/14| 237|            792,25
30776017000104  Nyger Comercio e D|  0|53204   |  5|     1141/02|22/12/14| 341|            792,25
88790787000183  Starsul Suprimento|  0|51111   |  1|     1172/01|12/12/14|   1|            254,10
 3299857000142  Grafica Paski Ltda|  0|53110   |  1|     1191/06|01/12/14| 237|           1213,33
 4025685000181  Mercediesel Mec. d|  0|54104   |  2|     1221/02|22/12/14| 341|            425,00
 3299857000142  Grafica Paski Ltda|  0|53110   |  1|     1227/01|09/12/14| 341|            530,00
 4025685000181  Mercediesel Mec. d|  0|54106   |  2|     1243/01|01/12/14| 341|            790,00
 4025685000181  Mercediesel Mec. d|  0|41405   |  2|     1275/01|26/12/14| 341|            450,00
 2935134000120  Sergio Valdir Ganz|  0|53107   |  1|     1404/01|15/12/14| 237|            359,00
94007002000156  Laudino Orso - Me |  0|41407   |  1|     1419/01|11/12/14|  33|             23,00
 8885393000170  Vipnet Baixada Tel|  0|53115   |  3|     1537/01|10/12/14| 237|           2000,00
66970229001139  Nextel Comunicacoe|  0|53115   |  1|     1603/01|11/12/14| 341|            359,03
66970229001139  Nextel Comunicacoe|  0|53115   |  1|     1604/01|11/12/14| 341|             66,70
10324130000133  Corso & Corrêa    |  0|51218   |  1|     1617/01|03/12/14| 237|           4014,00
 2714866000190  Air Quality Serviç|  0|51218   |  3|     1726/01|03/12/14| 341|            980,00
 5696917000196  Avpo Comercio de E|  0|53118   |  1|     1749/01|22/12/14| 237|           2266,66
 7765593000126  Siltec Comerc de P|  0|53106   |  1|     1937/01|02/12/14| 341|            700,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|            200,67
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2576,83
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 2955062000182  Frigeri Contabilid|  0|51203   |  1|     2014/01|22/12/14| 341|           2575,00
 5763785000178  Pavimentadora Jere|  0|53203   |  1|     2038/01|01/12/14| 341|            108,00
 4724934000127  Sonda Madeiras Ltd|  0|53118   |  1|     2062/01|10/12/14| 341|            760,00
 4724934000127  Sonda Madeiras Ltd|  0|53118   |  1|     2108/01|16/12/14| 237|           1360,00
 4724934000127  Sonda Madeiras Ltd|  0|54104   |  1|     2111/02|22/12/14| 341|           1813,33
33530486015746  Empresa Brasileira|  0|53115   |  5|     2150/01|22/12/14| 341|             11,42
 4519576000110  Vinhos Ulian Ltda |  0|53302   |  1|     2158/01|30/12/14| 341|            170,40
 6097867000193  Univet Serviços Es|  0|53102   |  3|     2171/03|16/12/14| 237|           1166,66
61234985016370  Abouchar Comercial|  0|54104   |  1|     2189/03|19/12/14| 341|            746,00
 3938900000172  Fabio Tadeu Mariz |  0|53205   |  2|     2216/01|01/12/14|  35|            245,00
11848060000185  Tekbob Com de Calç|  0|51111   |  1|     2365/01|01/12/14| 341|            485,34
11848060000185  Tekbob Com de Calç|  0|51111   |  1|     2365/02|08/12/14| 237|            485,33
11848060000185  Tekbob Com de Calç|  0|54104   |  1|     2365/03|22/12/14| 341|            485,33
 7490945000188  Bazar Anelize Ltda|  0|53110   |  1|     2388/01|02/12/14|  33|            395,48
11848060000185  Tekbob Com de Calç|  0|51111   |  1|     2410/01|18/12/14|   1|            416,00
27695006000187  Auto Posto Cinco E|  0|41404   |  3|     2425/01|10/12/14|   1|            100,00
12614205000146  Amigraf Grafica Lt|  0|53302   |  1|     2432/01|17/12/14| 341|            200,00
12614205000146  Amigraf Grafica Lt|  0|53302   |  1|     2432/02|30/12/14| 341|            200,00
12614205000146  Amigraf Grafica Lt|  0|53302   |  1|     2433/01|23/12/14| 341|            728,00
 9161922000155  Mayor Ind de Movei|  0|53111   |  1|     2435/01|11/12/14|  33|             30,00
 2431149000150  Gilmar Antonio Con|  0|54104   |  1|     2556/03|22/12/14| 341|            450,00
 2431149000150  Gilmar Antonio Con|  0|54104   |  1|     2556/04|15/12/14|   1|            450,00
  618206000180  Envetractor Comerc|  0|54104   |  3|     2581/01|09/12/14| 341|            410,00
  618206000180  Envetractor Comerc|  0|41407   |  3|     2660/01|01/12/14| 341|            665,50
  618206000180  Envetractor Comerc|  0|41407   |  3|     2660/02|26/12/14| 341|            665,50
  618206000180  Envetractor Comerc|  0|41407   |  3|     2712/01|16/12/14| 237|            199,00
14372711000100  Systematiza Tecnol|  0|53109   |  1|     2724/01|18/12/14| 237|            550,00
  618206000180  Envetractor Comerc|  0|41407   |  3|     2775/01|30/12/14| 341|            220,00
12542756000141  Telleponto Equip. |  0|53107   |  1|     2939/01|15/12/14|   1|            106,70
28258820000105  Auto Eletrica e Pn|  0|54107   |  3|     2959/01|15/12/14|   1|            351,00
92641653000178  Mecanica Dallacua |  0|54104   |  1|     2971/06|08/12/14| 237|            538,50
 7470546000155  Tecnidraulic Comer|  0|53107   |  1|     3027/01|29/12/14| 341|            232,80
30776017000104  Nyger Comercio e D|  0|53204   |  5|     3034/01|02/12/14| 237|            237,50
30776017000104  Nyger Comercio e D|  0|53204   |  5|     3034/02|22/12/14| 341|            237,50
90400888000142  Banco Santander Me|  0|21406   |  1|     3050/21|05/12/14|   8|           8513,75
92641653000178  Mecanica Dallacua |  0|54104   |  1|     3325/01|01/12/14| 237|            305,00
 6538475000112  Ebema Industria Gr|  0|53302   |  1|     3344/01|22/12/14| 237|            700,00
 6538475000112  Ebema Industria Gr|  0|53302   |  1|     3344/02|26/12/14| 341|            700,00
97201362000930  Renovadora de Pneu|  0|54104   |  1|     3345/02|08/12/14| 237|            932,96
97214704000107  Stop Freios Ltda  |  0|41507   |  1|     3360/01|11/12/14| 341|            180,00
92641653000178  Mecanica Dallacua |  0|54104   |  1|     3362/01|01/12/14| 237|            593,00
92641653000178  Mecanica Dallacua |  0|54104   |  1|     3366/01|08/12/14| 237|            526,00
92145820000190  Furgobento Industr|  0|54104   |  1|     3366/05|22/12/14| 237|           2037,00
93551380000133  Multipecas Com de |  0|54106   |  1|     3393/01|29/12/14| 341|            125,00
92641653000178  Mecanica Dallacua |  0|41407   |  1|     3405/01|16/12/14| 341|            386,00
97201362000930  Renovadora de Pneu|  0|54104   |  1|     3421/02|22/12/14| 237|           1600,00
61234985016370  Abouchar Comercial|  0|41408   |  1|     3456/01|29/12/14| 341|            823,33
97201362000930  Renovadora de Pneu|  0|54104   |  1|     3458/01|02/12/14| 341|            690,00
92145820000190  Furgobento Industr|  0|54104   |  1|     3478/03|04/12/14| 237|           1826,67
92145820000190  Furgobento Industr|  0|41507   |  1|     3611/01|23/12/14| 341|            448,00
66970229000167  Nextel Telecomunic|  0|53115   |  1|     3664/01|11/12/14| 341|            319,67
66970229000167  Nextel Telecomunic|  0|53115   |  1|     3665/01|11/12/14| 341|            333,50
66970229000167  Nextel Telecomunic|  0|53115   |  1|     3666/01|11/12/14| 341|           2076,08
 4367291000101  Dalboza Implemento|  0|54104   |  1|     3686/02|10/12/14| 237|           1024,00
 4367291000101  Dalboza Implemento|  0|54104   |  1|     3686/03|29/12/14| 237|           1024,00
28053197000650  Vessa Veiculos Esp|  0|54104   |  5|     3798/01|29/12/14| 341|             25,00
 8397152000181  Renovarte Industri|  0|41801   |  5|     3841/01|11/12/14|  33|            379,58
11071003000132  Flores Com Prod Qu|  0|53102   |  1|     3866/01|30/12/14|  33|            465,69
94287117000141  Grazziotin Com. de|  0|41407   |  1|     4098/01|18/12/14|  33|             60,00
92607142000130  R e L Som E Alarme|  0|41407   |  1|     4181/01|23/12/14| 341|            275,00
 8397152000181  Renovarte Industri|  0|41801   |  5|     4354/01|11/12/14|  33|            205,16
 1818173000184  Primolimp Comercia|  0|54104   |  2|     4501/01|09/12/14| 341|            260,35
 8397152000181  Renovarte Industri|  0|41801   |  5|     4548/01|24/12/14| 341|            287,64
33530486015746  Empresa Brasileira|  0|53115   |  1|     4748/01|24/12/14| 237|             46,52
11018804000134  Oficimol Pecas e S|  0|41405   |  2|     4754/01|10/12/14|   1|            180,00
 5520402000211  Onixsat Rastreamen|  0|41509   |  1|     4894/01|30/12/14| 341|            348,90
 3416967000147  Vision Camisetas P|  0|51111   |  1|     4906/01|08/12/14| 237|           1122,30
 3416967000147  Vision Camisetas P|  0|51111   |  1|     4906/02|17/12/14| 237|           1122,30
 8594288000181  Medlider Med. e Se|  0|54104   |  5|     4908/01|22/12/14| 341|            989,38
 5520402000211  Onixsat Rastreamen|  0|41509   |  1|     4957/01|03/12/14| 341|            384,90
89963334000174  Hospital Benef N S|  0|41107   |  1|     5523/01|22/12/14| 341|            182,20
 5033275000145  Rodoplan Pecas e S|  0|41507   |  1|     5566/01|30/12/14| 341|            192,00
88582481000131  Francescatto Tinta|  0|53118   |  3|     5844/01|02/12/14| 341|            467,03
88582481000131  Francescatto Tinta|  0|53203   |  1|     5909/01|01/12/14| 341|           3783,00
88582481000131  Francescatto Tinta|  0|53203   |  1|     5909/01|01/12/14| 341|           3783,00
88582481000131  Francescatto Tinta|  0|53203   |  1|     5909/01|01/12/14| 341|           3664,53
88582481000131  Francescatto Tinta|  0|53203   |  1|     5909/01|01/12/14| 341|           3783,00
13250227000137  Centro Esp. Medici|  0|51110   |  4|     6110/01|09/12/14| 341|            375,00
88582481000131  Francescatto Tinta|  0|53203   |  1|     6123/01|23/12/14| 341|           3783,00
88582481000131  Francescatto Tinta|  0|53203   |  1|     6123/01|23/12/14| 341|           3783,00
88582481000131  Francescatto Tinta|  0|53203   |  1|     6123/01|23/12/14| 341|           2193,15
88582481000131  Francescatto Tinta|  0|53203   |  1|     6138/01|23/12/14| 341|            885,22
13250227000137  Centro Esp. Medici|  0|54104   |  4|     6295/01|30/12/14| 341|            495,00
27543735000118  Dex Extintores Ltd|  0|53109   |  5|     7057/02|29/12/14| 341|             90,00
28955961000330  Centro Educac. N. |  0|53115   |  4|     7437/01|17/12/14| 341|            392,00
 9050157000104  Aguia Entulho Tran|  0|53102   |  3|     7712/01|05/12/14| 341|            250,00
89962252000105  Irmaos Pedron & Ci|  0|53118   |  1|     7760/01|02/12/14| 341|            270,00
 7611964000115  Globalcoat Ind. Qu|  0|54104   |  1|     7781/03|02/12/14| 237|            786,30
 9050157000104  Aguia Entulho Tran|  0|53102   |  3|     7866/01|30/12/14| 341|            250,00
12477414000195  Selofix Lacres Ltd|  0|53109   |  1|     7921/01|15/12/14| 237|            375,00
12477414000195  Selofix Lacres Ltd|  0|53109   |  1|     7921/02|22/12/14| 341|            375,00
 4984656000147  Danfer Industria M|  0|54104   |  1|     7926/02|01/12/14| 237|            798,00
89962252000105  Irmaos Pedron & Ci|  0|53203   |  1|     7945/01|01/12/14| 341|           3651,53
89962252000105  Irmaos Pedron & Ci|  0|53203   |  1|     7945/01|01/12/14| 341|             10,47
89962252000105  Irmaos Pedron & Ci|  0|53118   |  1|     8070/01|11/12/14|  33|            180,38
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8332/01|04/12/14| 341|            971,00
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8375/01|04/12/14| 341|           2000,00
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8375/01|04/12/14| 341|             59,18
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8375/01|04/12/14| 341|            311,54
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8389/01|04/12/14| 341|            711,66
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8389/01|04/12/14| 341|            120,34
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8439/01|04/12/14| 341|           1243,40
93527794000127  Bormana Comercio d|  0|41505   |  1|     8502/01|01/12/14| 341|             60,00
93527794000127  Bormana Comercio d|  0|41505   |  1|     8502/02|30/12/14| 341|             60,00
27695006000187  Auto Posto Cinco E|  0|54100   |  3|     8525/01|04/12/14| 341|           9567,80
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8545/01|04/12/14| 341|            737,08
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8545/01|04/12/14| 341|             62,92
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8569/01|04/12/14| 341|            822,61
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8569/01|04/12/14| 341|           1262,92
28053197000650  Vessa Veiculos Esp|  0|54106   |  5|     8570/01|29/12/14| 341|            149,23
93527794000127  Bormana Comercio d|  0|41405   |  1|     8585/01|23/12/14| 341|            300,00
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8675/01|04/12/14| 341|           1879,66
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8675/01|04/12/14| 341|           1177,39
27695006000187  Auto Posto Cinco E|  0|41501   |  3|     8743/01|29/12/14| 341|          14140,32
27695006000187  Auto Posto Cinco E|  0|54100   |  3|     8748/01|23/12/14| 341|          15177,77
95054573000104  Valtec Assistencia|  0|54104   |  1|     8860/01|04/12/14| 237|            275,00
 4596456000206  Andebraz Mega Post|  0|41405   |  1|     8888/01|05/12/14| 341|            125,66
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8934/01|04/12/14| 341|           1794,63
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8934/01|04/12/14| 341|           1940,82
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     8948/01|04/12/14| 341|            393,63
 3863265000101  Hannelore Lubinski|  0|54104   |  1|     9010/02|11/12/14|   1|           1507,33
 3863265000101  Hannelore Lubinski|  0|54104   |  1|     9010/03|29/12/14| 237|           1507,34
 4596456000206  Andebraz Mega Post|  0|41405   |  1|     9435/01|05/12/14| 341|            911,76
 4596456000206  Andebraz Mega Post|  0|41405   |  1|     9435/01|05/12/14| 341|            221,00
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     9443/01|04/12/14| 341|            693,68
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     9443/01|04/12/14| 341|            717,46
 4596456000206  Andebraz Mega Post|  0|41505   |  1|     9443/01|04/12/14| 341|           2000,00
 4635477000102  Digitronic Comerci|  0|53107   |  5|     9497/01|15/12/14|   1|            200,00
